year,month,day,hour,day_of_week,temperature_F
2020,3,19,18,3,62.67
2020,3,19,19,3,65.02
2020,3,19,20,3,65.46
2020,3,19,21,3,66.27
2020,3,19,22,3,66.31
2020,3,19,23,3,65.12
2020,3,20,0,4,64.64
2020,3,20,1,4,63.92
2020,3,20,2,4,63.3
2020,3,20,3,4,62.85
2020,3,20,4,4,62.3
2020,3,20,5,4,61.77
2020,3,20,6,4,60.85
2020,3,20,7,4,60.57
2020,3,20,8,4,60.62
2020,3,20,9,4,60.35
2020,3,20,10,4,59.86
2020,3,20,11,4,60.05
2020,3,20,12,4,60.23
2020,3,20,13,4,60.98
2020,3,20,14,4,61.49
2020,3,20,15,4,63.11
2020,3,20,16,4,66.76
2020,3,20,17,4,68.69
2020,3,20,18,4,71.58
2020,3,20,19,4,74.24
2020,3,20,20,4,75.75
2020,3,20,21,4,78.31
2020,3,20,22,4,79.59
2020,3,20,23,4,77.46
2020,3,21,0,5,76.01
2020,3,21,1,5,73.94
2020,3,21,2,5,72.68
2020,3,21,3,5,71.74
2020,3,21,4,5,70.89
2020,3,21,5,5,69.24
2020,3,21,6,5,68.84
2020,3,21,7,5,68.5
2020,3,21,8,5,68.09
2020,3,21,9,5,67.72
2020,3,21,10,5,66.83
2020,3,21,11,5,65.76
2020,3,21,12,5,65.36
2020,3,21,13,5,65.2
2020,3,21,14,5,66.87
2020,3,21,15,5,70.13
2020,3,21,16,5,75.2
2020,3,21,17,5,77.98
2020,3,21,18,5,80.88
2020,3,21,19,5,82.26
2020,3,21,20,5,82.68
2020,3,21,21,5,82.53
2020,3,21,22,5,82.19
2020,3,21,23,5,79.81
2020,3,22,0,6,78.65
2020,3,22,1,6,76.27
2020,3,22,2,6,74.94
2020,3,22,3,6,72.7
2020,3,22,4,6,70.18
2020,3,22,5,6,67.52
2020,3,22,6,6,66.43
2020,3,22,7,6,65.66
2020,3,22,8,6,64.96
2020,3,22,9,6,64.3
2020,3,22,10,6,64.21
2020,3,22,11,6,62.53
2020,3,22,12,6,62.46
2020,3,22,13,6,62.35
2020,3,22,14,6,63.21
2020,3,22,15,6,66.41
2020,3,22,16,6,69.95
2020,3,22,17,6,71.56
2020,3,22,18,6,72.9
2020,3,22,19,6,73.01
2020,3,22,20,6,73.11
2020,3,22,21,6,73.02
2020,3,22,22,6,71.63
2020,3,22,23,6,68.77
2020,3,23,0,7,66.65
2020,3,23,1,7,64.45
2020,3,23,2,7,63.28
2020,3,23,3,7,60.93
2020,3,23,4,7,57.77
2020,3,23,5,7,56.44
2020,3,23,6,7,55
2020,3,23,7,7,54.02
2020,3,23,8,7,53.44
2020,3,23,9,7,52.11
2020,3,23,10,7,51.81
2020,3,23,11,7,50.51
2020,3,23,12,7,50.37
2020,3,23,13,7,50.32
2020,3,23,14,7,50.08
2020,3,23,15,7,50.57
2020,3,23,16,7,52.34
2020,3,23,17,7,52.74
2020,3,23,18,7,53.7
2020,3,23,19,7,54.34
2020,3,23,20,7,54.51
2020,3,23,21,7,55.24
2020,3,23,22,7,54.95
2020,3,23,23,7,54.85
2020,3,24,0,1,54.65
2020,3,24,1,1,54.13
2020,3,24,2,1,53.35
2020,3,24,3,1,51.83
2020,3,24,4,1,50.48
2020,3,24,5,1,49.57
2020,3,24,6,1,48.77
2020,3,24,7,1,48.18
2020,3,24,8,1,47.77
2020,3,24,9,1,46.96
2020,3,24,10,1,46.21
2020,3,24,11,1,45.72
2020,3,24,12,1,45.66
2020,3,24,13,1,45.67
2020,3,24,14,1,45.72
2020,3,24,15,1,45.74
2020,3,24,16,1,46.57
2020,3,24,17,1,46.6
2020,3,24,18,1,46.87
2020,3,24,19,1,46.8
2020,3,24,20,1,47.78
2020,3,24,21,1,48.95
2020,3,24,22,1,50.17
2020,3,24,23,1,50.95
2020,3,25,0,2,51.17
2020,3,25,1,2,51.22
2020,3,25,2,2,51.4
2020,3,25,3,2,51.49
2020,3,25,4,2,51.57
2020,3,25,5,2,51.89
2020,3,25,6,2,51.75
2020,3,25,7,2,51.61
2020,3,25,8,2,51.5
2020,3,25,9,2,51.41
2020,3,25,10,2,51.14
2020,3,25,11,2,50.94
2020,3,25,12,2,50.62
2020,3,25,13,2,50.92
2020,3,25,14,2,51.94
2020,3,25,15,2,53.79
2020,3,25,16,2,55.61
2020,3,25,17,2,56.77
2020,3,25,18,2,57.91
2020,3,25,19,2,57.97
2020,3,25,20,2,57.12
2020,3,25,21,2,56.88
2020,3,25,22,2,56.72
2020,3,25,23,2,54.47
2020,3,26,0,3,54.33
2020,3,26,1,3,54.35
2020,3,26,2,3,54.28
2020,3,26,3,3,54.07
2020,3,26,4,3,53.98
2020,3,26,5,3,53.7
2020,3,26,6,3,53.7
2020,3,26,7,3,53.59
2020,3,26,8,3,53.77
2020,3,26,9,3,53.85
2020,3,26,10,3,53.09
2020,3,26,11,3,50.26
2020,3,26,12,3,49.84
2020,3,26,13,3,49.62
2020,3,26,14,3,50.1
2020,3,26,15,3,52.25
2020,3,26,16,3,54.91
2020,3,26,17,3,56.67
2020,3,26,18,3,59.92
2020,3,26,19,3,61.39
2020,3,26,20,3,62.89
2020,3,26,21,3,64.03
2020,3,26,22,3,64.09
2020,3,26,23,3,63.36
2020,3,27,0,4,62.31
2020,3,27,1,4,59.43
2020,3,27,2,4,58.52
2020,3,27,3,4,56.1
2020,3,27,4,4,53.97
2020,3,27,5,4,51.72
2020,3,27,6,4,51.02
2020,3,27,7,4,49.7
2020,3,27,8,4,49.55
2020,3,27,9,4,48.65
2020,3,27,10,4,47.87
2020,3,27,11,4,48.24
2020,3,27,12,4,48.11
2020,3,27,13,4,48.12
2020,3,27,14,4,48.74
2020,3,27,15,4,49.77
2020,3,27,16,4,52.3
2020,3,27,17,4,53.42
2020,3,27,18,4,55.8
2020,3,27,19,4,57.84
2020,3,27,20,4,59.74
2020,3,27,21,4,61.69
2020,3,27,22,4,63.18
2020,3,27,23,4,62.04
2020,3,28,0,5,61.26
2020,3,28,1,5,59.56
2020,3,28,2,5,58.46
2020,3,28,3,5,56.77
2020,3,28,4,5,55.77
2020,3,28,5,5,55.21
2020,3,28,6,5,55.49
2020,3,28,7,5,55.97
2020,3,28,8,5,55.75
2020,3,28,9,5,56.18
2020,3,28,10,5,55.62
2020,3,28,11,5,55.8
2020,3,28,12,5,56.04
2020,3,28,13,5,57.06
2020,3,28,14,5,59.42
2020,3,28,15,5,63.96
2020,3,28,16,5,68.8
2020,3,28,17,5,71.98
2020,3,28,18,5,76.31
2020,3,28,19,5,79.09
2020,3,28,20,5,80.76
2020,3,28,21,5,82.49
2020,3,28,22,5,82.96
2020,3,28,23,5,80.16
2020,3,29,0,6,78.73
2020,3,29,1,6,75.96
2020,3,29,2,6,74.26
2020,3,29,3,6,72.97
2020,3,29,4,6,70.38
2020,3,29,5,6,69.08
2020,3,29,6,6,68.02
2020,3,29,7,6,66.49
2020,3,29,8,6,66.22
2020,3,29,9,6,65.73
2020,3,29,10,6,64.22
2020,3,29,11,6,63.17
2020,3,29,12,6,62.97
2020,3,29,13,6,63.13
2020,3,29,14,6,65.54
2020,3,29,15,6,70.33
2020,3,29,16,6,76.62
2020,3,29,17,6,78.54
2020,3,29,18,6,81.75
2020,3,29,19,6,84.03
2020,3,29,20,6,84.91
2020,3,29,21,6,85.26
2020,3,29,22,6,85.38
2020,3,29,23,6,82.55
2020,3,30,0,7,80.68
2020,3,30,1,7,78.87
2020,3,30,2,7,77.89
2020,3,30,3,7,76.17
2020,3,30,4,7,74.22
2020,3,30,5,7,72.76
2020,3,30,6,7,72.06
2020,3,30,7,7,71.13
2020,3,30,8,7,70.48
2020,3,30,9,7,69.28
2020,3,30,10,7,67.52
2020,3,30,11,7,67.88
2020,3,30,12,7,67.42
2020,3,30,13,7,68.6
2020,3,30,14,7,69.75
2020,3,30,15,7,71.82
2020,3,30,16,7,75.71
2020,3,30,17,7,77.91
2020,3,30,18,7,81.03
2020,3,30,19,7,81.99
2020,3,30,20,7,82.72
2020,3,30,21,7,83.3
2020,3,30,22,7,82.97
2020,3,30,23,7,80.9
2020,3,31,0,1,79.75
2020,3,31,1,1,78.11
2020,3,31,2,1,76.59
2020,3,31,3,1,74.32
2020,3,31,4,1,71.46
2020,3,31,5,1,69.79
2020,3,31,6,1,67.99
2020,3,31,7,1,67.05
2020,3,31,8,1,66.13
2020,3,31,9,1,64.39
2020,3,31,10,1,62.72
2020,3,31,11,1,61.41
2020,3,31,12,1,60.37
2020,3,31,13,1,60.36
2020,3,31,14,1,62.25
2020,3,31,15,1,64.72
2020,3,31,16,1,67.67
2020,3,31,17,1,68.95
2020,3,31,18,1,71.29
2020,3,31,19,1,72.89
2020,3,31,20,1,74.05
2020,3,31,21,1,74.48
2020,3,31,22,1,74.78
2020,3,31,23,1,72.33
2020,4,1,0,2,70.87
2020,4,1,1,2,68.85
2020,4,1,2,2,68.04
2020,4,1,3,2,66.22
2020,4,1,4,2,63.72
2020,4,1,5,2,62.48
2020,4,1,6,2,61.04
2020,4,1,7,2,59.41
2020,4,1,8,2,58.47
2020,4,1,9,2,57.73
2020,4,1,10,2,57.03
2020,4,1,11,2,56.47
2020,4,1,12,2,56.6
2020,4,1,13,2,56.11
2020,4,1,14,2,55.79
2020,4,1,15,2,56.76
2020,4,1,16,2,57.41
2020,4,1,17,2,57.55
2020,4,1,18,2,56.19
2020,4,1,19,2,55.02
2020,4,1,20,2,54.29
2020,4,1,21,2,53.35
2020,4,1,22,2,52.19
2020,4,1,23,2,50.99
2020,4,2,0,3,50.44
2020,4,2,1,3,49.61
2020,4,2,2,3,49.12
2020,4,2,3,3,48.11
2020,4,2,4,3,47.57
2020,4,2,5,3,47.35
2020,4,2,6,3,46.76
2020,4,2,7,3,46.71
2020,4,2,8,3,46.61
2020,4,2,9,3,45.96
2020,4,2,10,3,44.95
2020,4,2,11,3,44.62
2020,4,2,12,3,44.63
2020,4,2,13,3,44.98
2020,4,2,14,3,46.43
2020,4,2,15,3,48.93
2020,4,2,16,3,52.1
2020,4,2,17,3,52.88
2020,4,2,18,3,54.19
2020,4,2,19,3,54.99
2020,4,2,20,3,55.42
2020,4,2,21,3,55.96
2020,4,2,22,3,56.58
2020,4,2,23,3,55.02
2020,4,3,0,4,54.06
2020,4,3,1,4,52.21
2020,4,3,2,4,50.74
2020,4,3,3,4,49.37
2020,4,3,4,4,47.9
2020,4,3,5,4,47.61
2020,4,3,6,4,46.64
2020,4,3,7,4,44.92
2020,4,3,8,4,44.16
2020,4,3,9,4,43.99
2020,4,3,10,4,43.41
2020,4,3,11,4,42.93
2020,4,3,12,4,42.96
2020,4,3,13,4,44.36
2020,4,3,14,4,48.14
2020,4,3,15,4,52.26
2020,4,3,16,4,55.98
2020,4,3,17,4,57.75
2020,4,3,18,4,60.44
2020,4,3,19,4,60.69
2020,4,3,20,4,62.84
2020,4,3,21,4,64.23
2020,4,3,22,4,65.12
2020,4,3,23,4,63.68
2020,4,4,0,5,62.53
2020,4,4,1,5,59.73
2020,4,4,2,5,57.42
2020,4,4,3,5,55.88
2020,4,4,4,5,52.68
2020,4,4,5,5,50.64
2020,4,4,6,5,49.14
2020,4,4,7,5,47.49
2020,4,4,8,5,47.23
2020,4,4,9,5,45.82
2020,4,4,10,5,45.15
2020,4,4,11,5,45.71
2020,4,4,12,5,45.12
2020,4,4,13,5,46.15
2020,4,4,14,5,50.51
2020,4,4,15,5,56.61
2020,4,4,16,5,62.08
2020,4,4,17,5,64.21
2020,4,4,18,5,67.41
2020,4,4,19,5,69.5
2020,4,4,20,5,71.01
2020,4,4,21,5,72.89
2020,4,4,22,5,74.16
2020,4,4,23,5,72.23
2020,4,5,0,6,70.86
2020,4,5,1,6,67.03
2020,4,5,2,6,64.23
2020,4,5,3,6,61.77
2020,4,5,4,6,57.14
2020,4,5,5,6,55.69
2020,4,5,6,6,52.99
2020,4,5,7,6,52.21
2020,4,5,8,6,51.57
2020,4,5,9,6,49.42
2020,4,5,10,6,48.29
2020,4,5,11,6,49.49
2020,4,5,12,6,48.8
2020,4,5,13,6,50.4
2020,4,5,14,6,54.21
2020,4,5,15,6,58.83
2020,4,5,16,6,64.87
2020,4,5,17,6,67.06
2020,4,5,18,6,69.58
2020,4,5,19,6,71.44
2020,4,5,20,6,72.64
2020,4,5,21,6,73.33
2020,4,5,22,6,73.86
2020,4,5,23,6,71.22
2020,4,6,0,7,69.87
2020,4,6,1,7,66
2020,4,6,2,7,64.81
2020,4,6,3,7,62.39
2020,4,6,4,7,59.21
2020,4,6,5,7,57.09
2020,4,6,6,7,55.76
2020,4,6,7,7,54.28
2020,4,6,8,7,53.96
2020,4,6,9,7,51.98
2020,4,6,10,7,51.08
2020,4,6,11,7,50.05
2020,4,6,12,7,49.71
2020,4,6,13,7,50.36
2020,4,6,14,7,52.39
2020,4,6,15,7,55.8
2020,4,6,16,7,61.52
2020,4,6,17,7,63.65
2020,4,6,18,7,67.92
2020,4,6,19,7,70.09
2020,4,6,20,7,71.92
2020,4,6,21,7,74.08
2020,4,6,22,7,74.6
2020,4,6,23,7,72.65
2020,4,7,0,1,71.74
2020,4,7,1,1,68.76
2020,4,7,2,1,66.9
2020,4,7,3,1,64.82
2020,4,7,4,1,62.13
2020,4,7,5,1,60.5
2020,4,7,6,1,58.41
2020,4,7,7,1,58.26
2020,4,7,8,1,57.86
2020,4,7,9,1,56.58
2020,4,7,10,1,55.31
2020,4,7,11,1,54.77
2020,4,7,12,1,54.57
2020,4,7,13,1,55.98
2020,4,7,14,1,60.06
2020,4,7,15,1,66.51
2020,4,7,16,1,72.82
2020,4,7,17,1,75.22
2020,4,7,18,1,78.55
2020,4,7,19,1,79.99
2020,4,7,20,1,80.9
2020,4,7,21,1,80.53
2020,4,7,22,1,78.64
2020,4,7,23,1,75.5
2020,4,8,0,2,74.26
2020,4,8,1,2,71.36
2020,4,8,2,2,68.92
2020,4,8,3,2,65.93
2020,4,8,4,2,63.19
2020,4,8,5,2,61.56
2020,4,8,6,2,59.53
2020,4,8,7,2,58.7
2020,4,8,8,2,57.89
2020,4,8,9,2,56.69
2020,4,8,10,2,54.94
2020,4,8,11,2,54.9
2020,4,8,12,2,54.68
2020,4,8,13,2,56.56
2020,4,8,14,2,60.05
2020,4,8,15,2,66.81
2020,4,8,16,2,72.96
2020,4,8,17,2,75.52
2020,4,8,18,2,78.77
2020,4,8,19,2,79.32
2020,4,8,20,2,78.81
2020,4,8,21,2,78.81
2020,4,8,22,2,78.6
2020,4,8,23,2,77.29
2020,4,9,0,3,75.6
2020,4,9,1,3,73.72
2020,4,9,2,3,72.67
2020,4,9,3,3,70.94
2020,4,9,4,3,69.06
2020,4,9,5,3,68.46
2020,4,9,6,3,66.72
2020,4,9,7,3,65.36
2020,4,9,8,3,65
2020,4,9,9,3,63.61
2020,4,9,10,3,62.8
2020,4,9,11,3,61.74
2020,4,9,12,3,61.49
2020,4,9,13,3,62.66
2020,4,9,14,3,65.85
2020,4,9,15,3,69.91
2020,4,9,16,3,74.83
2020,4,9,17,3,77.04
2020,4,9,18,3,79.67
2020,4,9,19,3,81.22
2020,4,9,20,3,82.43
2020,4,9,21,3,83.25
2020,4,9,22,3,83.28
2020,4,9,23,3,79.25
2020,4,10,0,4,76.8
2020,4,10,1,4,73.33
2020,4,10,2,4,71.16
2020,4,10,3,4,69.16
2020,4,10,4,4,66.77
2020,4,10,5,4,64.82
2020,4,10,6,4,63.78
2020,4,10,7,4,62.48
2020,4,10,8,4,61.6
2020,4,10,9,4,61.02
2020,4,10,10,4,61.01
2020,4,10,11,4,59.75
2020,4,10,12,4,59.49
2020,4,10,13,4,59.61
2020,4,10,14,4,61.29
2020,4,10,15,4,66.34
2020,4,10,16,4,72.73
2020,4,10,17,4,75.35
2020,4,10,18,4,78.11
2020,4,10,19,4,78.27
2020,4,10,20,4,78.78
2020,4,10,21,4,79.01
2020,4,10,22,4,78.78
2020,4,10,23,4,76.67
2020,4,11,0,5,74.99
2020,4,11,1,5,72.18
2020,4,11,2,5,70.37
2020,4,11,3,5,67.63
2020,4,11,4,5,64.47
2020,4,11,5,5,62.65
2020,4,11,6,5,59.85
2020,4,11,7,5,57.94
2020,4,11,8,5,56.29
2020,4,11,9,5,54.73
2020,4,11,10,5,52.97
2020,4,11,11,5,50.8
2020,4,11,12,5,50.05
2020,4,11,13,5,50.34
2020,4,11,14,5,50.3
2020,4,11,15,5,50.78
2020,4,11,16,5,51.88
2020,4,11,17,5,52.96
2020,4,11,18,5,55.06
2020,4,11,19,5,56.83
2020,4,11,20,5,57.92
2020,4,11,21,5,59.06
2020,4,11,22,5,59.88
2020,4,11,23,5,57.45
2020,4,12,0,6,56.48
2020,4,12,1,6,54.22
2020,4,12,2,6,52.09
2020,4,12,3,6,49.25
2020,4,12,4,6,45.64
2020,4,12,5,6,44.05
2020,4,12,6,6,42.06
2020,4,12,7,6,39.94
2020,4,12,8,6,39.28
2020,4,12,9,6,37.53
2020,4,12,10,6,35.74
2020,4,12,11,6,36.37
2020,4,12,12,6,36.19
2020,4,12,13,6,39.55
2020,4,12,14,6,45.4
2020,4,12,15,6,51.5
2020,4,12,16,6,56.25
2020,4,12,17,6,58.01
2020,4,12,18,6,60.79
2020,4,12,19,6,62.89
2020,4,12,20,6,64.42
2020,4,12,21,6,65.97
2020,4,12,22,6,66.94
2020,4,12,23,6,64.45
2020,4,13,0,7,63.64
2020,4,13,1,7,60.52
2020,4,13,2,7,58.01
2020,4,13,3,7,56.04
2020,4,13,4,7,53.41
2020,4,13,5,7,52.62
2020,4,13,6,7,51.33
2020,4,13,7,7,50.89
2020,4,13,8,7,50.19
2020,4,13,9,7,49.6
2020,4,13,10,7,48.5
2020,4,13,11,7,49.67
2020,4,13,12,7,49.67
2020,4,13,13,7,51.25
2020,4,13,14,7,54.08
2020,4,13,15,7,57.93
2020,4,13,16,7,61.71
2020,4,13,17,7,63.06
2020,4,13,18,7,64.07
2020,4,13,19,7,64.3
2020,4,13,20,7,63.63
2020,4,13,21,7,64.33
2020,4,13,22,7,63.75
2020,4,13,23,7,64.29
2020,4,14,0,1,63.81
2020,4,14,1,1,63.46
2020,4,14,2,1,63.82
2020,4,14,3,1,64.57
2020,4,14,4,1,65.48
2020,4,14,5,1,65.95
2020,4,14,6,1,66.85
2020,4,14,7,1,67.75
2020,4,14,8,1,68.02
2020,4,14,9,1,67.91
2020,4,14,10,1,66.82
2020,4,14,11,1,66.9
2020,4,14,12,1,67.24
2020,4,14,13,1,67.17
2020,4,14,14,1,67.17
2020,4,14,15,1,68.11
2020,4,14,16,1,70.12
2020,4,14,17,1,72.69
2020,4,14,18,1,74.37
2020,4,14,19,1,76.1
2020,4,14,20,1,76.73
2020,4,14,21,1,77.44
2020,4,14,22,1,77.52
2020,4,14,23,1,75.24
2020,4,15,0,2,74.08
2020,4,15,1,2,70.98
2020,4,15,2,2,68.54
2020,4,15,3,2,65.52
2020,4,15,4,2,62.55
2020,4,15,5,2,60.37
2020,4,15,6,2,58.12
2020,4,15,7,2,56.11
2020,4,15,8,2,55.16
2020,4,15,9,2,53.82
2020,4,15,10,2,52.25
2020,4,15,11,2,52.16
2020,4,15,12,2,51.72
2020,4,15,13,2,52.2
2020,4,15,14,2,54.05
2020,4,15,15,2,56.88
2020,4,15,16,2,61.33
2020,4,15,17,2,63
2020,4,15,18,2,65.58
2020,4,15,19,2,67.54
2020,4,15,20,2,68.97
2020,4,15,21,2,71.05
2020,4,15,22,2,71.46
2020,4,15,23,2,70.82
2020,4,16,0,3,69.64
2020,4,16,1,3,67.62
2020,4,16,2,3,65.56
2020,4,16,3,3,62.6
2020,4,16,4,3,58.92
2020,4,16,5,3,56.05
2020,4,16,6,3,53.63
2020,4,16,7,3,51.86
2020,4,16,8,3,50.99
2020,4,16,9,3,49.32
2020,4,16,10,3,47.53
2020,4,16,11,3,44.94
2020,4,16,12,3,44.49
2020,4,16,13,3,44.06
2020,4,16,14,3,44.68
2020,4,16,15,3,46.08
2020,4,16,16,3,48.82
2020,4,16,17,3,49.96
2020,4,16,18,3,52.29
2020,4,16,19,3,53.78
2020,4,16,20,3,54.8
2020,4,16,21,3,56.38
2020,4,16,22,3,57.41
2020,4,16,23,3,56.26
2020,4,17,0,4,55.86
2020,4,17,1,4,52.23
2020,4,17,2,4,50.16
2020,4,17,3,4,49.54
2020,4,17,4,4,46.88
2020,4,17,5,4,45.43
2020,4,17,6,4,43.45
2020,4,17,7,4,41.59
2020,4,17,8,4,41.14
2020,4,17,9,4,39.18
2020,4,17,10,4,37.79
2020,4,17,11,4,39.32
2020,4,17,12,4,39.34
2020,4,17,13,4,42.44
2020,4,17,14,4,48.05
2020,4,17,15,4,53.22
2020,4,17,16,4,58.05
2020,4,17,17,4,59.26
2020,4,17,18,4,61.62
2020,4,17,19,4,62.82
2020,4,17,20,4,63.87
2020,4,17,21,4,65.33
2020,4,17,22,4,65.82
2020,4,17,23,4,64.01
2020,4,18,0,5,63.09
2020,4,18,1,5,59.89
2020,4,18,2,5,56.91
2020,4,18,3,5,53.71
2020,4,18,4,5,48.61
2020,4,18,5,5,46.86
2020,4,18,6,5,44.18
2020,4,18,7,5,43.16
2020,4,18,8,5,42.58
2020,4,18,9,5,41.28
2020,4,18,10,5,41.16
2020,4,18,11,5,40.62
2020,4,18,12,5,40.26
2020,4,18,13,5,43.72
2020,4,18,14,5,49.01
2020,4,18,15,5,58.08
2020,4,18,16,5,63.62
2020,4,18,17,5,65.66
2020,4,18,18,5,68.54
2020,4,18,19,5,69.7
2020,4,18,20,5,70.5
2020,4,18,21,5,70.96
2020,4,18,22,5,71.17
2020,4,18,23,5,68.99
2020,4,19,0,6,67.98
2020,4,19,1,6,65.72
2020,4,19,2,6,64.17
2020,4,19,3,6,62.52
2020,4,19,4,6,60.91
2020,4,19,5,6,60.34
2020,4,19,6,6,59.43
2020,4,19,7,6,59.18
2020,4,19,8,6,59.22
2020,4,19,9,6,59.46
2020,4,19,10,6,59.66
2020,4,19,11,6,58.87
2020,4,19,12,6,59.42
2020,4,19,13,6,59.37
2020,4,19,14,6,58.68
2020,4,19,15,6,58.1
2020,4,19,16,6,60.15
2020,4,19,17,6,62.33
2020,4,19,18,6,64.95
2020,4,19,19,6,66.33
2020,4,19,20,6,67.12
2020,4,19,21,6,67.08
2020,4,19,22,6,67.64
2020,4,19,23,6,65.22
2020,4,20,0,7,63.92
2020,4,20,1,7,60.05
2020,4,20,2,7,57.79
2020,4,20,3,7,55.39
2020,4,20,4,7,50.79
2020,4,20,5,7,48.96
2020,4,20,6,7,46.4
2020,4,20,7,7,44.42
2020,4,20,8,7,43.84
2020,4,20,9,7,41.98
2020,4,20,10,7,40.38
2020,4,20,11,7,41.32
2020,4,20,12,7,40.99
2020,4,20,13,7,43.96
2020,4,20,14,7,48.25
2020,4,20,15,7,53.12
2020,4,20,16,7,56.4
2020,4,20,17,7,57.94
2020,4,20,18,7,59.31
2020,4,20,19,7,60.03
2020,4,20,20,7,61.27
2020,4,20,21,7,63.32
2020,4,20,22,7,64.89
2020,4,20,23,7,64.38
2020,4,21,0,1,63.35
2020,4,21,1,1,61.08
2020,4,21,2,1,60.21
2020,4,21,3,1,59.12
2020,4,21,4,1,57.65
2020,4,21,5,1,56.88
2020,4,21,6,1,55.84
2020,4,21,7,1,54.83
2020,4,21,8,1,54.47
2020,4,21,9,1,54.14
2020,4,21,10,1,53.65
2020,4,21,11,1,54.32
2020,4,21,12,1,54.32
2020,4,21,13,1,54.28
2020,4,21,14,1,53.79
2020,4,21,15,1,53.64
2020,4,21,16,1,54.93
2020,4,21,17,1,55.75
2020,4,21,18,1,57.6
2020,4,21,19,1,60.13
2020,4,21,20,1,61.3
2020,4,21,21,1,63.7
2020,4,21,22,1,65.2
2020,4,21,23,1,64.32
2020,4,22,0,2,63.81
2020,4,22,1,2,60.41
2020,4,22,2,2,59.01
2020,4,22,3,2,57.22
2020,4,22,4,2,55.12
2020,4,22,5,2,53.04
2020,4,22,6,2,51.64
2020,4,22,7,2,50.55
2020,4,22,8,2,50.27
2020,4,22,9,2,49.79
2020,4,22,10,2,48.92
2020,4,22,11,2,49.9
2020,4,22,12,2,49.73
2020,4,22,13,2,52.62
2020,4,22,14,2,55.97
2020,4,22,15,2,62.49
2020,4,22,16,2,68.25
2020,4,22,17,2,69.64
2020,4,22,18,2,71.03
2020,4,22,19,2,72.21
2020,4,22,20,2,73.44
2020,4,22,21,2,74.21
2020,4,22,22,2,75.12
2020,4,22,23,2,72.69
2020,4,23,0,3,71.7
2020,4,23,1,3,69.44
2020,4,23,2,3,67.27
2020,4,23,3,3,64.28
2020,4,23,4,3,61.12
2020,4,23,5,3,60.02
2020,4,23,6,3,57.36
2020,4,23,7,3,55.26
2020,4,23,8,3,54.18
2020,4,23,9,3,51.88
2020,4,23,10,3,49.14
2020,4,23,11,3,47.22
2020,4,23,12,3,46.28
2020,4,23,13,3,50.12
2020,4,23,14,3,53.66
2020,4,23,15,3,57.27
2020,4,23,16,3,61.74
2020,4,23,17,3,63.14
2020,4,23,18,3,65.65
2020,4,23,19,3,67.22
2020,4,23,20,3,67.87
2020,4,23,21,3,69.19
2020,4,23,22,3,69.9
2020,4,23,23,3,68.12
2020,4,24,0,4,66.91
2020,4,24,1,4,63.73
2020,4,24,2,4,61.46
2020,4,24,3,4,59.84
2020,4,24,4,4,58.3
2020,4,24,5,4,57.38
2020,4,24,6,4,56.63
2020,4,24,7,4,56.84
2020,4,24,8,4,56.8
2020,4,24,9,4,56.39
2020,4,24,10,4,54.73
2020,4,24,11,4,54.74
2020,4,24,12,4,54.58
2020,4,24,13,4,54.72
2020,4,24,14,4,54.89
2020,4,24,15,4,54.94
2020,4,24,16,4,56.16
2020,4,24,17,4,56.46
2020,4,24,18,4,57.06
2020,4,24,19,4,57.59
2020,4,24,20,4,58.95
2020,4,24,21,4,60.79
2020,4,24,22,4,61.62
2020,4,24,23,4,62.9
2020,4,25,0,5,62.64
2020,4,25,1,5,62.25
2020,4,25,2,5,61.97
2020,4,25,3,5,61.6
2020,4,25,4,5,61.72
2020,4,25,5,5,61.72
2020,4,25,6,5,61.52
2020,4,25,7,5,61.5
2020,4,25,8,5,61.47
2020,4,25,9,5,61.42
2020,4,25,10,5,61.53
2020,4,25,11,5,61.65
2020,4,25,12,5,61.66
2020,4,25,13,5,61.94
2020,4,25,14,5,63.15
2020,4,25,15,5,65.29
2020,4,25,16,5,69.35
2020,4,25,17,5,70.95
2020,4,25,18,5,73
2020,4,25,19,5,74.23
2020,4,25,20,5,75.33
2020,4,25,21,5,76.49
2020,4,25,22,5,76.38
2020,4,25,23,5,74.35
2020,4,26,0,6,72.96
2020,4,26,1,6,70.51
2020,4,26,2,6,67.76
2020,4,26,3,6,65.64
2020,4,26,4,6,62.54
2020,4,26,5,6,61.81
2020,4,26,6,6,59.88
2020,4,26,7,6,58.75
2020,4,26,8,6,58.2
2020,4,26,9,6,57.61
2020,4,26,10,6,56.31
2020,4,26,11,6,57.24
2020,4,26,12,6,56.94
2020,4,26,13,6,57.36
2020,4,26,14,6,57.76
2020,4,26,15,6,58.57
2020,4,26,16,6,60.47
2020,4,26,17,6,61.4
2020,4,26,18,6,62.11
2020,4,26,19,6,62.43
2020,4,26,20,6,63.16
2020,4,26,21,6,63.9
2020,4,26,22,6,64.32
2020,4,26,23,6,62.81
2020,4,27,0,7,62.65
2020,4,27,1,7,62.25
2020,4,27,2,7,61.56
2020,4,27,3,7,60.54
2020,4,27,4,7,59.54
2020,4,27,5,7,58.89
2020,4,27,6,7,58.81
2020,4,27,7,7,58.76
2020,4,27,8,7,58.48
2020,4,27,9,7,58.43
2020,4,27,10,7,57.96
2020,4,27,11,7,55.76
2020,4,27,12,7,55.99
2020,4,27,13,7,57.13
